Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
NCAR,SSP1,AGO,Population|Urban|Share,%,58.504,62.503596126965,66.3965472778695,70.1309515017755,73.6615942634535,76.9523361618109,79.97757505864,82.7226700213045,85.1833941840801,87.3646260062099,89.278564470638,90.9427597278156,92.3782031448985,93.6076455006164,94.6542333872718,95.5404880325872,96.2876048547134,96.915026125894,97.4402291955114,
NCAR,SSP2,AGO,Population|Urban|Share,%,58.504,62.2763276747815,65.4549365670611,68.1365808650687,70.4079900269982,72.3424343375851,74.0000086652169,75.4293160105267,76.6694598376419,77.7518967877362,78.7020050067206,79.5403537228109,80.2837082792445,80.9458173443186,81.5380270800729,82.0697603221887,82.5488913612253,82.9820402304644,83.3748049116357,
NCAR,SSP3,AGO,Population|Urban|Share,%,58.504,60.014925905111,61.3653548858836,62.5734368087985,63.6555012404192,64.6260747624054,65.4979859934413,66.2825130478777,66.9895458567729,67.627747393652,68.2047052207974,68.7270693054147,69.2006747451449,69.6306495656834,70.0215085551698,70.3772344672158,70.7013480380153,70.9969682352852,71.2668640562587,
NCAR,SSP4,AGO,Population|Urban|Share,%,58.504,62.503596126965,66.3965472778695,70.1309515017755,73.6615942634535,76.9523361618109,79.97757505864,82.7226700213045,85.1833941840801,87.3646260062099,89.278564470638,90.9427597278156,92.3782031448985,93.6076455006164,94.6542333872718,95.5404880325872,96.2876048547134,96.915026125894,97.4402291955114,
NCAR,SSP5,AGO,Population|Urban|Share,%,58.504,62.503596126965,66.3965472778695,70.1309515017755,73.6615942634535,76.9523361618109,79.97757505864,82.7226700213045,85.1833941840801,87.3646260062099,89.278564470638,90.9427597278156,92.3782031448985,93.6076455006164,94.6542333872718,95.5404880325872,96.2876048547134,96.915026125894,97.4402291955114,
NCAR,SSP1,ALB,Population|Urban|Share,%,51.911,56.7589425029364,61.3400070027377,65.6022072591955,69.5166030659508,73.0734581443294,76.277661451215,79.1443143775559,81.6949701038353,83.954692654246,85.9499087885855,87.706933088328,89.2510197130249,90.605802666333,91.7930094312398,92.8323588754539,93.7415778834115,94.5364903042819,95.2311463808629,
NCAR,SSP2,ALB,Population|Urban|Share,%,51.911,56.0282952838214,59.5699138116394,62.6013161647081,65.1941047370777,67.4160194231666,69.326801088902,70.9772150559353,72.4095545954137,73.6587101181512,74.7533543566124,75.7170464683349,76.5691850797197,77.3257994927996,78.0001929577414,78.603459978675,79.1449002237596,79.6323492425527,80.0724429565575,
NCAR,SSP3,ALB,Population|Urban|Share,%,51.911,53.3358080319429,54.7039488709273,56.0160920774638,57.2732748096461,58.476824940678,59.6282933084975,60.7293950587727,61.7819596753561,62.7878890572965,63.749122869821,64.6676103419976,65.5452876836774,66.3840603306662,67.1857892858695,67.9522808949453,68.6852794703544,69.3864622525504,70.0574362681522,
NCAR,SSP4,ALB,Population|Urban|Share,%,51.911,56.7589425029364,61.3400070027377,65.6022072591955,69.5166030659508,73.0734581443294,76.277661451215,79.1443143775559,81.6949701038353,83.954692654246,85.9499087885855,87.706933088328,89.2510197130249,90.605802666333,91.7930094312398,92.8323588754539,93.7415778834115,94.5364903042819,95.2311463808629,
NCAR,SSP5,ALB,Population|Urban|Share,%,51.911,56.7589425029364,61.3400070027377,65.6022072591955,69.5166030659508,73.0734581443294,76.277661451215,79.1443143775559,81.6949701038353,83.954692654246,85.9499087885855,87.706933088328,89.2510197130249,90.605802666333,91.7930094312398,92.8323588754539,93.7415778834115,94.5364903042819,95.2311463808629,
NCAR,SSP1,ARE,Population|Urban|Share,%,84.05,85.3519661798845,86.5614166728577,87.6826306217911,88.7200954931172,89.678415079293,90.5622315981866,91.3761610367569,92.1247406367949,92.8123872828881,93.4433655017135,94.0217637946615,94.5514780834681,95.0362011353867,95.4794169382193,95.8843991069594,96.2542125161452,96.5917174605849,96.8995757488511,
NCAR,SSP2,ARE,Population|Urban|Share,%,84.05,85.3519661798845,86.5614166728577,87.6826306217911,88.7200954931172,89.678415079293,90.5622315981866,91.3761610367569,92.1247406367949,92.8123872828881,93.4433655017135,94.0217637946615,94.5514780834681,95.0362011353867,95.4794169382193,95.8843991069594,96.2542125161452,96.5917174605849,96.8995757488511,
NCAR,SSP3,ARE,Population|Urban|Share,%,84.05,85.3519661798845,86.5614166728577,87.6826306217911,88.7200954931172,89.678415079293,90.5622315981866,91.3761610367569,92.1247406367949,92.8123872828881,93.4433655017135,94.0217637946615,94.5514780834681,95.0362011353867,95.4794169382193,95.8843991069594,96.2542125161452,96.5917174605849,96.8995757488511,
NCAR,SSP4,ARE,Population|Urban|Share,%,84.05,85.3519661798845,86.5614166728577,87.6826306217911,88.7200954931172,89.678415079293,90.5622315981866,91.3761610367569,92.1247406367949,92.8123872828881,93.4433655017135,94.0217637946615,94.5514780834681,95.0362011353867,95.4794169382193,95.8843991069594,96.2542125161452,96.5917174605849,96.8995757488511,
NCAR,SSP5,ARE,Population|Urban|Share,%,84.05,85.3519661798845,86.5614166728577,87.6826306217911,88.7200954931172,89.678415079293,90.5622315981866,91.3761610367569,92.1247406367949,92.8123872828881,93.4433655017135,94.0217637946615,94.5514780834681,95.0362011353867,95.4794169382193,95.8843991069594,96.2542125161452,96.5917174605849,96.8995757488511,
NCAR,SSP1,ARG,Population|Urban|Share,%,92.393,93.2877396830893,94.0839781893719,94.7910373529605,95.4177073944762,95.9721887275739,96.4620627052563,96.8942848416639,97.2751949028674,97.6105391553806,97.9055009213136,98.1647363717115,98.3924131737409,98.5922501869243,98.7675568819259,98.9212715412691,99.05599760622,99.1740377700832,99.277425597112,
NCAR,SSP2,ARG,Population|Urban|Share,%,92.393,93.2877396830893,94.0839781893719,94.7910373529605,95.4177073944762,95.9721887275739,96.4620627052563,96.8942848416639,97.2751949028674,97.6105391553806,97.9055009213136,98.1647363717115,98.3924131737409,98.5922501869243,98.7675568819259,98.9212715412691,99.05599760622,99.1740377700832,99.277425597112,
NCAR,SSP3,ARG,Population|Urban|Share,%,92.393,93.2877396830893,94.0839781893719,94.7910373529605,95.4177073944762,95.9721887275739,96.4620627052563,96.8942848416639,97.2751949028674,97.6105391553806,97.9055009213136,98.1647363717115,98.3924131737409,98.5922501869243,98.7675568819259,98.9212715412691,99.05599760622,99.1740377700832,99.277425597112,
NCAR,SSP4,ARG,Population|Urban|Share,%,92.393,93.2877396830893,94.0839781893719,94.7910373529605,95.4177073944762,95.9721887275739,96.4620627052563,96.8942848416639,97.2751949028674,97.6105391553806,97.9055009213136,98.1647363717115,98.3924131737409,98.5922501869243,98.7675568819259,98.9212715412691,99.05599760622,99.1740377700832,99.277425597112,
NCAR,SSP5,ARG,Population|Urban|Share,%,92.393,93.2877396830893,94.0839781893719,94.7910373529605,95.4177073944762,95.9721887275739,96.4620627052563,96.8942848416639,97.2751949028674,97.6105391553806,97.9055009213136,98.1647363717115,98.3924131737409,98.5922501869243,98.7675568819259,98.9212715412691,99.05599760622,99.1740377700832,99.277425597112,
NCAR,SSP1,ARM,Population|Urban|Share,%,64.191,68.5618528138038,72.2513715836749,75.3681825536557,78.011240079054,80.2648188943935,82.1983261922045,83.8680100610949,85.319161419809,86.5882177286175,87.7045655027535,88.6920084891185,89.5699337041967,90.354226276808,91.057983721362,91.692073318458,92.2655679838458,92.7860883899419,93.2600727721011,
NCAR,SSP2,ARM,Population|Urban|Share,%,64.191,66.631428667564,68.896588949129,70.995081095724,72.9367259683002,74.7319286004703,76.3912156022504,77.9249133557686,79.3429355782989,80.6546529756848,81.8688226516059,82.9935597246057,84.0363377925658,85.004008330727,85.9028318310682,86.7385155768317,87.5162545081482,88.2407727825892,88.9163644639766,
NCAR,SSP3,ARM,Population|Urban|Share,%,64.191,65.9153356649882,67.229369705232,68.2400263552453,69.0235669927195,69.6351021536666,70.1150305310509,70.4933769680272,70.7927375805452,71.0303060723337,71.2192898799781,71.369916080889,71.4901573139165,71.5862635065079,71.6631567047745,71.7247278569815,71.7740623128731,71.8136127691813,71.8453329757905,
NCAR,SSP4,ARM,Population|Urban|Share,%,64.191,68.5618528138038,72.2513715836749,75.3681825536557,78.011240079054,80.2648188943935,82.1983261922045,83.8680100610949,85.319161419809,86.5882177286175,87.7045655027535,88.6920084891185,89.5699337041967,90.354226276808,91.057983721362,91.692073318458,92.2655679838458,92.7860883899419,93.2600727721011,
NCAR,SSP5,ARM,Population|Urban|Share,%,64.191,68.5618528138038,72.2513715836749,75.3681825536557,78.011240079054,80.2648188943935,82.1983261922045,83.8680100610949,85.319161419809,86.5882177286175,87.7045655027535,88.6920084891185,89.5699337041967,90.354226276808,91.057983721362,91.692073318458,92.2655679838458,92.7860883899419,93.2600727721011,
NCAR,SSP1,AUS,Population|Urban|Share,%,89.108,89.9601630540967,90.7525739631269,91.4883600030007,92.1706527340029,92.8025556027808,93.3871169851451,93.9273082424486,94.4260063199157,94.8859803961147,95.3098820933671,95.700238774349,96.0594494762038,96.3897830665696,96.6933782431091,96.9722450371287,97.2282675209367,97.4632074564487,97.6787086583215,
NCAR,SSP2,AUS,Population|Urban|Share,%,89.108,89.9601630540967,90.7525739631269,91.4883600030007,92.1706527340029,92.8025556027808,93.3871169851451,93.9273082424486,94.4260063199157,94.8859803961147,95.3098820933671,95.700238774349,96.0594494762038,96.3897830665696,96.6933782431091,96.9722450371287,97.2282675209367,97.4632074564487,97.6787086583215,
NCAR,SSP3,AUS,Population|Urban|Share,%,89.108,89.9601630540967,90.7525739631269,91.4883600030007,92.1706527340029,92.8025556027808,93.3871169851451,93.9273082424486,94.4260063199157,94.8859803961147,95.3098820933671,95.700238774349,96.0594494762038,96.3897830665696,96.6933782431091,96.9722450371287,97.2282675209367,97.4632074564487,97.6787086583215,
NCAR,SSP4,AUS,Population|Urban|Share,%,89.108,89.9601630540967,90.7525739631269,91.4883600030007,92.1706527340029,92.8025556027808,93.3871169851451,93.9273082424486,94.4260063199157,94.8859803961147,95.3098820933671,95.700238774349,96.0594494762038,96.3897830665696,96.6933782431091,96.9722450371287,97.2282675209367,97.4632074564487,97.6787086583215,
NCAR,SSP5,AUS,Population|Urban|Share,%,89.108,89.9601630540967,90.7525739631269,91.4883600030007,92.1706527340029,92.8025556027808,93.3871169851451,93.9273082424486,94.4260063199157,94.8859803961147,95.3098820933671,95.700238774349,96.0594494762038,96.3897830665696,96.6933782431091,96.9722450371287,97.2282675209367,97.4632074564487,97.6787086583215,
NCAR,SSP1,AUT,Population|Urban|Share,%,67.553,70.7795356465979,73.6659189882625,76.2423743942802,78.5401465876219,80.5894922877965,82.4185810724109,84.0529933151529,85.5155863212042,86.8265725378791,88.0037088690679,89.0625347141505,90.0166219754246,90.8778166373197,91.6564616196809,92.361596632858,93.0011342120786,93.5820129697286,94.1103300097747,
NCAR,SSP2,AUT,Population|Urban|Share,%,67.553,69.2757693312111,70.9216075036242,72.4913508437524,73.986321694792,75.4082351354593,76.7591153504505,78.0412219337411,79.2569859464763,80.4089552333047,81.4997482987495,82.5320159333661,83.5084097353132,84.4315566772829,85.3040389058239,86.1283780177175,86.907023126998,87.6423421097713,88.3366154875209,
NCAR,SSP3,AUT,Population|Urban|Share,%,67.553,68.2869558764299,68.8287093882763,69.2310347682792,69.5312191086884,69.7559982395682,69.9247746301133,70.0517651445713,70.1474664222323,70.2196744758633,70.2742061898978,70.3154171424214,70.3465775816494,70.3701479755946,70.3879824662689,70.4014799722755,70.411696923234,70.4194316659607,70.4252878329217,
NCAR,SSP4,AUT,Population|Urban|Share,%,67.553,69.2757693312111,70.9216075036242,72.4913508437524,73.986321694792,75.4082351354593,76.7591153504505,78.0412219337411,79.2569859464763,80.4089552333047,81.4997482987495,82.5320159333661,83.5084097353132,84.4315566772829,85.3040389058239,86.1283780177175,86.907023126998,87.6423421097713,88.3366154875209,
NCAR,SSP5,AUT,Population|Urban|Share,%,67.553,70.7795356465979,73.6659189882625,76.2423743942802,78.5401465876219,80.5894922877965,82.4185810724109,84.0529933151529,85.5155863212042,86.8265725378791,88.0037088690679,89.0625347141505,90.0166219754246,90.8778166373197,91.6564616196809,92.361596632858,93.0011342120786,93.5820129697286,94.1103300097747,
NCAR,SSP1,AZE,Population|Urban|Share,%,51.931,56.3701066434908,60.560402839114,64.4660892743186,68.0688899883072,71.3646337048775,74.35962481679,77.0673388227221,79.5056955279783,81.6949672136046,83.6562681763221,85.4105245561765,86.9778145807904,88.3769801447971,89.6254288014031,90.7390641089953,91.7322988259502,92.6181187265766,93.4081748888609,
NCAR,SSP2,AZE,Population|Urban|Share,%,51.931,55.5219456385586,58.663789872034,61.4012155835548,63.7835616248524,65.858763441257,67.6704349730756,69.256820992541,70.6507518130358,71.8800730122166,72.9682553445708,73.9350322601094,74.7969935231199,75.5681070833092,76.2601634916848,76.8831474679269,77.4455453074746,77.9545977724022,78.4165076133733,
NCAR,SSP3,AZE,Population|Urban|Share,%,51.931,52.7729378165861,53.6188258368355,54.4681717743413,55.3204654006996,56.1751794876319,57.0317708735192,57.8896816531806,58.748340488439,59.6071640356793,60.465558485223,61.3229212059488,62.1786424872047,63.0321073686943,63.8826975477214,64.7297933519547,65.5727757647555,66.4110284891279,67.2439400355154,
NCAR,SSP4,AZE,Population|Urban|Share,%,51.931,56.3701066434908,60.560402839114,64.4660892743186,68.0688899883072,71.3646337048775,74.35962481679,77.0673388227221,79.5056955279783,81.6949672136046,83.6562681763221,85.4105245561765,86.9778145807904,88.3769801447971,89.6254288014031,90.7390641089953,91.7322988259502,92.6181187265766,93.4081748888609,
NCAR,SSP5,AZE,Population|Urban|Share,%,51.931,56.3701066434908,60.560402839114,64.4660892743186,68.0688899883072,71.3646337048775,74.35962481679,77.0673388227221,79.5056955279783,81.6949672136046,83.6562681763221,85.4105245561765,86.9778145807904,88.3769801447971,89.6254288014031,90.7390641089953,91.7322988259502,92.6181187265766,93.4081748888609,
NCAR,SSP1,BDI,Population|Urban|Share,%,10.999,13.7568369705,17.0265970856765,20.8204104785272,25.1168656247944,29.8560707615658,34.9410117895843,40.2461065372158,45.6314227021613,50.9589895739065,56.1071201826145,60.9798425305219,65.5105716810753,69.6609239863612,73.416451244702,76.7810833753298,79.7715944430469,82.4128299359806,84.7339704752877,
NCAR,SSP2,BDI,Population|Urban|Share,%,10.999,12.8380249120297,14.8767551101676,17.1056961769845,19.5072839341626,22.0563101239265,24.7211992511461,27.4660026641645,30.2528244291127,33.0443127456124,35.8058647711182,38.5072891995138,41.1238095000852,43.6364246585611,46.031740076154,48.3014270680625,50.4414715542362,52.4513466664452,54.3332063564904,
NCAR,SSP3,BDI,Population|Urban|Share,%,10.999,12.4762345866242,13.9437775950478,15.3631842540876,16.702067079405,17.9364775038201,19.0516510391503,20.0413715107739,20.9064581760346,21.6528985871783,22.2900257966861,22.8289716387652,23.2814847006239,23.6591070103031,23.972654933087,24.2319339110106,24.4456195582,24.621248880054,24.7652787272724,
NCAR,SSP4,BDI,Population|Urban|Share,%,10.999,13.7568369705,17.0265970856765,20.8204104785272,25.1168656247944,29.8560707615658,34.9410117895843,40.2461065372158,45.6314227021613,50.9589895739065,56.1071201826145,60.9798425305219,65.5105716810753,69.6609239863612,73.416451244702,76.7810833753298,79.7715944430469,82.4128299359806,84.7339704752877,
NCAR,SSP5,BDI,Population|Urban|Share,%,10.999,13.7568369705,17.0265970856765,20.8204104785272,25.1168656247944,29.8560707615658,34.9410117895843,40.2461065372158,45.6314227021613,50.9589895739065,56.1071201826145,60.9798425305219,65.5105716810753,69.6609239863612,73.416451244702,76.7810833753298,79.7715944430469,82.4128299359806,84.7339704752877,
NCAR,SSP1,BEL,Population|Urban|Share,%,97.411,97.5476040312581,97.6771722626228,97.8000493577905,97.9165649280678,98.0270339965092,98.1317574697205,98.2310226140497,98.325103533284,98.4142616453341,98.498746155718,98.5787945259581,98.6546329352803,98.7264767342462,98.794530889178,98.858990416428,98.9200408057293,98.9778584320175,99.0326109552577,
NCAR,SSP2,BEL,Population|Urban|Share,%,97.411,97.5476040312581,97.6771722626228,97.8000493577905,97.9165649280678,98.0270339965092,98.1317574697205,98.2310226140497,98.325103533284,98.4142616453341,98.498746155718,98.5787945259581,98.6546329352803,98.7264767342462,98.794530889178,98.858990416428,98.9200408057293,98.9778584320175,99.0326109552577,
NCAR,SSP3,BEL,Population|Urban|Share,%,97.411,97.5476040312581,97.6771722626228,97.8000493577905,97.9165649280678,98.0270339965092,98.1317574697205,98.2310226140497,98.325103533284,98.4142616453341,98.498746155718,98.5787945259581,98.6546329352803,98.7264767342462,98.794530889178,98.858990416428,98.9200408057293,98.9778584320175,99.0326109552577,
NCAR,SSP4,BEL,Population|Urban|Share,%,97.411,97.5476040312581,97.6771722626228,97.8000493577905,97.9165649280678,98.0270339965092,98.1317574697205,98.2310226140497,98.325103533284,98.4142616453341,98.498746155718,98.5787945259581,98.6546329352803,98.7264767342462,98.794530889178,98.858990416428,98.9200408057293,98.9778584320175,99.0326109552577,
NCAR,SSP5,BEL,Population|Urban|Share,%,97.411,97.5476040312581,97.6771722626228,97.8000493577905,97.9165649280678,98.0270339965092,98.1317574697205,98.2310226140497,98.325103533284,98.4142616453341,98.498746155718,98.5787945259581,98.6546329352803,98.7264767342462,98.794530889178,98.858990416428,98.9200408057293,98.9778584320175,99.0326109552577,
NCAR,SSP1,BEN,Population|Urban|Share,%,42.044,47.1330136489252,52.0271828537453,56.6414120649238,60.9228038374246,64.8465097225085,68.4093077981728,71.6229569875295,74.5084804030505,77.0917905635578,79.4006234851617,81.4625508626083,83.3037950979257,84.9486011491926,86.4189727800794,87.734634293508,88.9131228783272,89.9699495591091,90.9187898104134,
NCAR,SSP2,BEN,Population|Urban|Share,%,42.044,45.3361305626836,48.4631665712791,51.4062500543396,54.1562787003542,56.7118513637425,59.0772275035382,61.2605258314934,63.272258190897,65.1242089490921,66.8286234653548,68.3976502843174,69.8429795157902,71.1756260692103,72.405815727479,73.5429415612871,74.5955665562727,75.571455111751,76.4776212921361,
NCAR,SSP3,BEN,Population|Urban|Share,%,42.044,42.326937272955,42.628321078609,42.9494017809886,43.2915158109755,43.6560907481464,44.0446503627531,44.4588194950247,44.9003286093343,45.3710178113416,45.8728400550675,46.4078631918482,46.9782704220125,47.5863586007287,48.2345337198681,48.9253027367657,49.6612607485764,50.4450723199997,51.2794455684616,
NCAR,SSP4,BEN,Population|Urban|Share,%,42.044,47.1330136489252,52.0271828537453,56.6414120649238,60.9228038374246,64.8465097225085,68.4093077981728,71.6229569875295,74.5084804030505,77.0917905635578,79.4006234851617,81.4625508626083,83.3037950979257,84.9486011491926,86.4189727800794,87.734634293508,88.9131228783272,89.9699495591091,90.9187898104134,
NCAR,SSP5,BEN,Population|Urban|Share,%,42.044,47.1330136489252,52.0271828537453,56.6414120649238,60.9228038374246,64.8465097225085,68.4093077981728,71.6229569875295,74.5084804030505,77.0917905635578,79.4006234851617,81.4625508626083,83.3037950979257,84.9486011491926,86.4189727800794,87.734634293508,88.9131228783272,89.9699495591091,90.9187898104134,
NCAR,SSP1,BFA,Population|Urban|Share,%,25.689,31.9648259306205,38.644344944189,45.4185811971472,51.9976478447578,58.1589381006535,63.7654602732863,68.7584884428648,73.1373438282372,76.9375576951125,80.2132517632915,83.0251425103605,85.433368110464,87.4937321563997,89.2560993539731,90.7640274425108,92.0550449634533,93.1612227964298,94.1098427243024,
NCAR,SSP2,BFA,Population|Urban|Share,%,25.689,29.3666693181522,33.102965199656,36.8180014726546,40.4419542822817,43.9195787260422,47.2117559159733,50.2946431166338,53.1573473850279,55.7990022435929,58.2258820434482,60.4489088795755,62.4816852864858,64.3390472186219,66.0360634857846,67.5873861734676,69.0068604023782,70.3073165098985,71.5004850164038,
NCAR,SSP3,BFA,Population|Urban|Share,%,25.689,28.0408920173151,30.2830976311197,32.3894465758706,34.3435098996322,36.1374137328517,37.7701717604081,39.2459218258467,40.5723137613389,41.7591694257053,42.8174457938527,43.7584792418797,44.5934652476961,45.333122052195,45.9874908324886,46.5658329236227,47.0765933344405,47.52740766554,47.9251359820567,
NCAR,SSP4,BFA,Population|Urban|Share,%,25.689,31.9648259306205,38.644344944189,45.4185811971472,51.9976478447578,58.1589381006535,63.7654602732863,68.7584884428648,73.1373438282372,76.9375576951125,80.2132517632915,83.0251425103605,85.433368110464,87.4937321563997,89.2560993539731,90.7640274425108,92.0550449634533,93.1612227964298,94.1098427243024,
NCAR,SSP5,BFA,Population|Urban|Share,%,25.689,31.9648259306205,38.644344944189,45.4185811971472,51.9976478447578,58.1589381006535,63.7654602732863,68.7584884428648,73.1373438282372,76.9375576951125,80.2132517632915,83.0251425103605,85.433368110464,87.4937321563997,89.2560993539731,90.7640274425108,92.0550449634533,93.1612227964298,94.1098427243024,
NCAR,SSP1,BGD,Population|Urban|Share,%,28.067,32.9993645215311,38.1488117736649,43.3752000312811,48.5427798946456,53.5345879786674,58.2610558575004,62.6624047992512,66.7062449477797,70.3824925021177,73.6974802956381,76.6684888066156,79.3192818741505,81.6767796008041,83.7687559668898,85.6223543825498,87.2632063829836,88.7149694366273,89.99914154025,
NCAR,SSP2,BGD,Population|Urban|Share,%,28.067,31.1510112036332,34.2696657416129,37.3810333767856,40.4471395944452,43.4356511449782,46.3207617157489,49.0833500872368,51.7105774898057,54.1951234838282,56.5342450227592,58.7288027664901,60.7823509464691,62.7003442014537,64.4894822036355,66.1571913069772,67.7112301474392,69.1594005782814,70.5093441338184,
NCAR,SSP3,BGD,Population|Urban|Share,%,28.067,29.3494944266344,30.6353268196358,31.9209679495617,33.2030303579873,34.478303087486,35.7437802266637,36.9966830590448,38.2344758707712,39.4548756996982,40.6558564898547,41.8356482473503,42.9927318776955,44.1258304243029,45.2338974299231,46.3161031143448,47.3718190105603,48.4006016351174,49.402175693115,
NCAR,SSP4,BGD,Population|Urban|Share,%,28.067,32.9993645215311,38.1488117736649,43.3752000312811,48.5427798946456,53.5345879786674,58.2610558575004,62.6624047992512,66.7062449477797,70.3824925021177,73.6974802956381,76.6684888066156,79.3192818741505,81.6767796008041,83.7687559668898,85.6223543825498,87.2632063829836,88.7149694366273,89.99914154025,
NCAR,SSP5,BGD,Population|Urban|Share,%,28.067,32.9993645215311,38.1488117736649,43.3752000312811,48.5427798946456,53.5345879786674,58.2610558575004,62.6624047992512,66.7062449477797,70.3824925021177,73.6974802956381,76.6684888066156,79.3192818741505,81.6767796008041,83.7687559668898,85.6223543825498,87.2632063829836,88.7149694366273,89.99914154025,
NCAR,SSP1,BGR,Population|Urban|Share,%,71.458,75.7720543039515,79.1079358394144,81.7348574128311,83.8415861006531,85.5600605067667,86.9834632636028,88.1786458205192,89.1944054622756,90.0669799960054,90.8237260231097,91.4856146669101,92.0689513386559,92.5865798458194,93.0487387644624,93.4636797090172,93.8381200819386,94.1775790632657,94.4866300780868,
NCAR,SSP2,BGR,Population|Urban|Share,%,71.458,73.4405478843773,75.2382759286504,76.8705990156546,78.3552248685622,79.7080926360672,80.9434235718892,82.0738331766588,83.1104723476007,84.0631775463125,84.9406182612107,85.7504353677895,86.4993673262654,87.1933631793975,87.837682488504,88.4369829846343,88.9953970192134,89.516598006582,90.0038580438814,
NCAR,SSP3,BGR,Population|Urban|Share,%,71.458,72.3326983994555,73.0759436227222,73.7104410253038,74.254364755795,74.7223779385617,75.1264036166853,75.4762097056932,75.7798554481841,76.0440345314825,76.2743407671228,76.4754754040074,76.6514101586713,76.8055164100423,76.9406683527011,77.059325959798,77.1636021774458,77.2553177150224,77.3360460088395,
NCAR,SSP4,BGR,Population|Urban|Share,%,71.458,75.7720543039515,79.1079358394144,81.7348574128311,83.8415861006531,85.5600605067667,86.9834632636028,88.1786458205192,89.1944054622756,90.0669799960054,90.8237260231097,91.4856146669101,92.0689513386559,92.5865798458194,93.0487387644624,93.4636797090172,93.8381200819386,94.1775790632657,94.4866300780868,
